booking_id,guest_id,property_id,room_id,booking_date,check_in_date,check_out_date,number_of_nights,booking_channel,nightly_rate,total_price,status,payment_method,guests_count
BK00000187,GUEST000263,PROP005,PROP005_R0006,2024-03-16,2024-05-10,2024-05-14,4,Travel Agency,296.74,1186.96,Completed,PayPal,3
BK00000188,GUEST003873,PROP003,PROP003_R0026,2024-07-15,2024-08-07,2024-08-10,3,Booking.com,204.55,613.66,Completed,Bank Transfer,3
BK00000189,GUEST003286,PROP005,PROP005_R0004,2024-05-06,2024-06-27,2024-07-04,7,Travel Agency,581.79,4072.56,Completed,Bank Transfer,2
BK00000190,GUEST002676,PROP005,PROP005_R0026,2023-03-08,2023-03-24,2023-03-28,4,Direct Website,278.16,1112.62,Completed,Cash,4
BK00000191,GUEST001272,PROP003,PROP003_R0016,2022-03-17,2022-03-23,2022-03-26,3,Travel Agency,147.97,443.92,Completed,Credit Card,1
BK00000192,GUEST000965,PROP010,PROP010_R0014,2022-10-30,2022-11-06,2022-11-10,4,Expedia,152.48,609.91,Completed,Bank Transfer,4
BK00000193,GUEST001224,PROP003,PROP003_R0001,2022-05-31,2022-06-19,2022-06-22,3,Booking.com,432.45,1297.35,Completed,PayPal,3
BK00000194,GUEST004746,PROP006,PROP006_R0006,2023-05-05,2023-06-20,2023-06-24,4,Hotel.com,375.21,1500.83,Completed,Bank Transfer,4
BK00000195,GUEST003358,PROP007,PROP007_R0016,2022-09-09,2022-11-08,2022-11-12,4,Airbnb,332.8,1331.2,Completed,Cash,3
BK00000196,GUEST003877,PROP004,PROP004_R0020,2022-03-11,2022-04-04,2022-04-07,3,Expedia,247.89,743.68,Completed,Cash,2
BK00000197,GUEST001569,PROP007,PROP007_R0030,2023-12-08,2023-12-13,2023-12-16,3,Hotel.com,390.78,1172.33,Completed,PayPal,1
BK00000198,GUEST002066,PROP001,PROP001_R0017,2024-03-08,2024-03-20,2024-03-21,1,Direct Website,63.99,63.99,Completed,Cash,4
BK00000199,GUEST003257,PROP008,PROP008_R0003,2023-10-25,2023-11-23,2023-12-07,14,Travel Agency,187.78,2628.97,Completed,Bank Transfer,2
BK00000200,GUEST003460,PROP006,PROP006_R0024,2023-10-07,2023-12-05,2023-12-07,2,Expedia,204.84,409.68,Completed,PayPal,2
BK00000201,GUEST001345,PROP001,PROP001_R0018,2023-05-29,2023-06-25,2023-06-30,5,Booking.com,113.04,565.2,Completed,PayPal,1
BK00000202,GUEST002741,PROP008,PROP008_R0016,2022-10-31,2022-11-03,2022-11-07,4,Travel Agency,153.53,614.11,Completed,PayPal,2
BK00000203,GUEST004201,PROP004,PROP004_R0028,2024-10-11,2024-10-29,2024-10-30,1,Airbnb,390.54,390.54,Completed,PayPal,2
BK00000204,GUEST003424,PROP003,PROP003_R0014,2022-03-20,2022-05-09,2022-05-13,4,Corporate,176.04,704.17,Completed,Bank Transfer,1
BK00000205,GUEST002810,PROP006,PROP006_R0017,2024-02-03,2024-02-25,2024-03-03,7,Direct Website,93.49,654.46,Completed,Cash,1
BK00000206,GUEST003956,PROP002,PROP002_R0016,2024-10-23,2024-11-05,2024-11-07,2,Airbnb,342.96,685.91,Completed,Credit Card,2
BK00000207,GUEST002724,PROP003,PROP003_R0027,2024-10-31,2024-11-18,2024-11-23,5,Expedia,230.74,1153.71,Completed,PayPal,4
BK00000208,GUEST004838,PROP009,PROP009_R0016,2023-02-07,2023-03-07,2023-03-09,2,Booking.com,253.39,506.78,Completed,PayPal,1
BK00000209,GUEST004842,PROP008,PROP008_R0026,2023-08-18,2023-09-22,2023-09-23,1,Booking.com,253.2,253.2,Completed,PayPal,4
BK00000210,GUEST002331,PROP001,PROP001_R0001,2023-11-13,2023-11-15,2023-11-20,5,Expedia,231.11,1155.54,Completed,Bank Transfer,4
BK00000211,GUEST000515,PROP010,PROP010_R0005,2024-08-29,2024-10-22,2024-10-29,7,Hotel.com,203.74,1426.19,Completed,Credit Card,4
BK00000212,GUEST004987,PROP008,PROP008_R0011,2023-04-18,2023-06-17,2023-06-19,2,Corporate,514.09,1028.18,Completed,PayPal,3
BK00000213,GUEST001826,PROP010,PROP010_R0022,2024-07-09,2024-07-26,2024-07-28,2,Expedia,339.36,678.71,Completed,PayPal,3
BK00000214,GUEST001880,PROP001,PROP001_R0025,2023-06-05,2023-07-01,2023-07-04,3,Corporate,160.02,480.05,Completed,Cash,3
BK00000215,GUEST004348,PROP001,PROP001_R0013,2023-04-15,2023-04-18,2023-04-23,5,Airbnb,328.89,1644.43,Completed,Bank Transfer,2
BK00000216,GUEST001958,PROP008,PROP008_R0029,2024-03-24,2024-03-25,2024-03-27,2,Airbnb,107.83,215.65,Completed,Bank Transfer,4
BK00000217,GUEST000624,PROP001,PROP001_R0004,2023-07-15,2023-08-19,2023-08-26,7,Direct Website,278.41,1948.89,Completed,PayPal,4
BK00000218,GUEST004111,PROP001,PROP001_R0021,2023-09-20,2023-11-09,2023-11-14,5,Airbnb,230.17,1150.84,Completed,Credit Card,1
BK00000219,GUEST004753,PROP008,PROP008_R0020,2023-03-14,2023-04-18,2023-04-20,2,Airbnb,97.52,195.05,Completed,Bank Transfer,3
BK00000220,GUEST001924,PROP002,PROP002_R0013,2024-03-07,2024-04-12,2024-04-16,4,Booking.com,576.65,2306.6,Completed,Bank Transfer,3
BK00000221,GUEST004466,PROP003,PROP003_R0015,2023-02-15,2023-02-16,2023-02-18,2,Hotel.com,327.75,655.49,Completed,Bank Transfer,4
BK00000222,GUEST002694,PROP002,PROP002_R0016,2023-05-18,2023-06-18,2023-06-19,1,Airbnb,591.63,591.63,Completed,Credit Card,1
BK00000223,GUEST001064,PROP002,PROP002_R0006,2023-06-13,2023-06-24,2023-06-29,5,Airbnb,225.09,1125.46,Completed,Cash,3
BK00000224,GUEST003405,PROP005,PROP005_R0004,2022-11-28,2023-01-25,2023-01-27,2,Airbnb,569.01,1138.01,Completed,Bank Transfer,4
BK00000225,GUEST001343,PROP004,PROP004_R0028,2024-01-11,2024-01-18,2024-01-23,5,Expedia,512.3,2561.48,Completed,Cash,3
BK00000226,GUEST004443,PROP005,PROP005_R0015,2022-05-21,2022-05-26,2022-05-28,2,Direct Website,58.04,116.08,Completed,Bank Transfer,2
BK00000227,GUEST000028,PROP002,PROP002_R0025,2023-05-06,2023-05-11,2023-05-14,3,Booking.com,487.45,1462.35,Completed,Bank Transfer,3
BK00000228,GUEST000929,PROP003,PROP003_R0020,2024-07-13,2024-08-04,2024-08-09,5,Booking.com,177.44,887.21,Completed,Cash,1
BK00000229,GUEST004380,PROP009,PROP009_R0002,2024-08-10,2024-09-12,2024-09-16,4,Corporate,418.12,1672.47,Completed,Bank Transfer,1
BK00000230,GUEST002280,PROP008,PROP008_R0006,2022-06-20,2022-07-13,2022-07-17,4,Direct Website,462.36,1849.43,Completed,Credit Card,1
BK00000231,GUEST001446,PROP006,PROP006_R0030,2024-03-05,2024-04-26,2024-05-06,10,Corporate,317.79,3177.92,Completed,Bank Transfer,2
BK00000232,GUEST002051,PROP009,PROP009_R0006,2022-02-07,2022-04-07,2022-04-09,2,Airbnb,80.39,160.78,Completed,Credit Card,1
BK00000233,GUEST001330,PROP002,PROP002_R0020,2022-10-26,2022-11-17,2022-11-18,1,Airbnb,126.54,126.54,Completed,PayPal,2
BK00000234,GUEST004382,PROP009,PROP009_R0006,2023-02-02,2023-03-05,2023-03-06,1,Expedia,59.07,59.07,Completed,Credit Card,3
BK00000235,GUEST002787,PROP001,PROP001_R0020,2024-03-08,2024-04-28,2024-05-02,4,Booking.com,216.32,865.27,Completed,Credit Card,4
BK00000236,GUEST004198,PROP002,PROP002_R0016,2024-04-04,2024-04-18,2024-04-22,4,Expedia,441.86,1767.43,Completed,Credit Card,2
BK00000237,GUEST003961,PROP004,PROP004_R0015,2022-05-18,2022-07-05,2022-07-09,4,Expedia,439.95,1759.81,Completed,PayPal,2
BK00000238,GUEST004567,PROP008,PROP008_R0001,2024-07-26,2024-08-20,2024-08-23,3,Direct Website,88.27,264.82,Completed,Credit Card,3
BK00000239,GUEST001632,PROP006,PROP006_R0018,2022-03-27,2022-03-30,2022-04-06,7,Hotel.com,180.95,1266.63,Completed,Cash,4
BK00000240,GUEST000031,PROP004,PROP004_R0023,2023-12-29,2023-12-31,2024-01-03,3,Hotel.com,238.83,716.49,Completed,Cash,3
BK00000241,GUEST003405,PROP006,PROP006_R0014,2022-01-16,2022-02-06,2022-02-10,4,Airbnb,84.48,337.93,Completed,Cash,4
BK00000242,GUEST001099,PROP002,PROP002_R0024,2022-07-16,2022-08-24,2022-08-25,1,Expedia,268.39,268.39,Completed,Bank Transfer,1
BK00000243,GUEST001113,PROP010,PROP010_R0023,2024-08-27,2024-09-28,2024-09-30,2,Booking.com,463.42,926.84,Completed,PayPal,3
BK00000244,GUEST000267,PROP002,PROP002_R0017,2023-10-12,2023-10-28,2023-10-31,3,Corporate,90.41,271.22,Completed,Bank Transfer,3
BK00000245,GUEST003487,PROP009,PROP009_R0022,2023-08-24,2023-08-27,2023-08-28,1,Travel Agency,206.48,206.48,Completed,Cash,1
BK00000246,GUEST002460,PROP001,PROP001_R0011,2022-10-08,2022-11-22,2022-11-29,7,Travel Agency,278.15,1947.04,Completed,Credit Card,3
BK00000247,GUEST001254,PROP007,PROP007_R0017,2023-07-29,2023-08-20,2023-08-24,4,Corporate,538.8,2155.22,Completed,Bank Transfer,4
BK00000248,GUEST004350,PROP002,PROP002_R0020,2024-01-16,2024-01-21,2024-01-24,3,Expedia,182.59,547.76,Completed,PayPal,4
BK00000249,GUEST002457,PROP005,PROP005_R0012,2024-04-13,2024-04-15,2024-04-18,3,Hotel.com,188.57,565.7,Completed,PayPal,1
BK00000250,GUEST002685,PROP005,PROP005_R0007,2023-01-14,2023-03-01,2023-03-04,3,Travel Agency,371.79,1115.37,Completed,Credit Card,1
BK00000251,GUEST004301,PROP003,PROP003_R0023,2022-07-25,2022-08-18,2022-08-20,2,Expedia,750.24,1500.49,Completed,Cash,1
BK00000252,GUEST002165,PROP002,PROP002_R0006,2023-11-15,2023-12-06,2023-12-10,4,Expedia,237.52,950.08,Completed,Cash,1
BK00000253,GUEST004722,PROP003,PROP003_R0013,2023-03-11,2023-04-18,2023-04-23,5,Expedia,180.89,904.44,Completed,Bank Transfer,1
BK00000254,GUEST000403,PROP004,PROP004_R0019,2023-07-21,2023-08-10,2023-08-15,5,Airbnb,213.6,1068.01,Completed,Credit Card,1
BK00000255,GUEST004730,PROP009,PROP009_R0025,2023-09-01,2023-10-30,2023-11-01,2,Expedia,145.58,291.16,Cancelled,Bank Transfer,3
BK00000256,GUEST003307,PROP002,PROP002_R0006,2022-03-25,2022-04-14,2022-04-19,5,Hotel.com,194.33,971.65,Completed,Cash,4
BK00000257,GUEST002731,PROP002,PROP002_R0012,2023-07-06,2023-08-23,2023-08-24,1,Airbnb,299.03,299.03,Completed,Bank Transfer,1
BK00000258,GUEST000564,PROP003,PROP003_R0014,2022-07-13,2022-08-20,2022-08-22,2,Airbnb,220.4,440.8,Completed,Credit Card,1
BK00000259,GUEST003908,PROP002,PROP002_R0006,2022-03-29,2022-04-29,2022-04-30,1,Booking.com,219.13,219.13,Completed,Bank Transfer,3
BK00000260,GUEST004440,PROP007,PROP007_R0002,2022-08-07,2022-08-24,2022-08-27,3,Hotel.com,71.4,214.21,Completed,Cash,2
BK00000261,GUEST004598,PROP010,PROP010_R0018,2023-05-23,2023-05-29,2023-05-31,2,Airbnb,116.5,232.99,Completed,PayPal,3
BK00000262,GUEST001517,PROP003,PROP003_R0006,2022-08-01,2022-09-11,2022-09-13,2,Travel Agency,364.92,729.85,Completed,Cash,1
BK00000263,GUEST001790,PROP008,PROP008_R0015,2022-09-17,2022-09-28,2022-10-08,10,Expedia,420.73,4207.27,Completed,Cash,2
BK00000265,GUEST004725,PROP005,PROP005_R0016,2023-01-20,2023-02-21,2023-02-22,1,Direct Website,155.16,155.16,Completed,PayPal,2
BK00000266,GUEST003521,PROP001,PROP001_R0008,2023-03-09,2023-04-18,2023-04-20,2,Travel Agency,147.61,295.22,Completed,Cash,4
BK00000267,GUEST004324,PROP004,PROP004_R0005,2023-08-23,2023-09-15,2023-09-17,2,Airbnb,294.69,589.38,Completed,PayPal,2
BK00000268,GUEST004840,PROP007,PROP007_R0022,2024-04-22,2024-06-20,2024-06-23,3,Hotel.com,246.35,739.05,Completed,Cash,3
BK00000269,GUEST002041,PROP005,PROP005_R0020,2022-09-13,2022-10-29,2022-10-31,2,Booking.com,442.22,884.45,Completed,Bank Transfer,4
BK00000270,GUEST004959,PROP005,PROP005_R0023,2024-10-16,2024-10-17,2024-10-18,1,Booking.com,421.53,421.53,Completed,Bank Transfer,1
BK00000271,GUEST004840,PROP007,PROP007_R0011,2023-01-27,2023-03-16,2023-03-17,1,Booking.com,266.18,266.18,Completed,PayPal,3
BK00000272,GUEST004724,PROP003,PROP003_R0023,2023-01-13,2023-03-07,2023-03-12,5,Expedia,413.08,2065.41,Completed,PayPal,1
BK00000273,GUEST001086,PROP004,PROP004_R0009,2022-03-24,2022-04-08,2022-04-11,3,Booking.com,497.61,1492.84,Completed,Credit Card,2
BK00000274,GUEST000592,PROP001,PROP001_R0024,2024-03-19,2024-03-28,2024-03-29,1,Travel Agency,174.98,174.98,Completed,Cash,2
BK00000275,GUEST000923,PROP005,PROP005_R0016,2022-01-06,2022-02-17,2022-02-20,3,Expedia,154.25,462.76,Completed,Bank Transfer,2
BK00000276,GUEST000113,PROP002,PROP002_R0019,2024-04-26,2024-05-03,2024-05-07,4,Hotel.com,178.36,713.44,Completed,PayPal,3
BK00000277,GUEST003663,PROP004,PROP004_R0015,2022-10-23,2022-11-02,2022-11-03,1,Corporate,242.95,242.95,Completed,PayPal,1
BK00000278,GUEST002664,PROP006,PROP006_R0023,2024-04-21,2024-05-16,2024-05-21,5,Booking.com,527.97,2639.87,Completed,PayPal,3
BK00000279,GUEST001652,PROP008,PROP008_R0025,2022-10-26,2022-11-09,2022-11-13,4,Airbnb,341.43,1365.7,Completed,Cash,4
BK00000280,GUEST001541,PROP006,PROP006_R0003,2023-05-13,2023-06-14,2023-06-16,2,Airbnb,468.98,937.96,Completed,Credit Card,4
BK00000281,GUEST003584,PROP005,PROP005_R0015,2022-04-11,2022-04-28,2022-05-01,3,Booking.com,59.59,178.77,Completed,Credit Card,1
BK00000282,GUEST003798,PROP007,PROP007_R0013,2022-11-21,2022-11-25,2022-12-05,10,Airbnb,326.15,3261.48,Completed,Credit Card,1
BK00000283,GUEST004295,PROP008,PROP008_R0013,2023-08-16,2023-08-30,2023-08-31,1,Corporate,576.37,576.37,Completed,Credit Card,4
BK00000284,GUEST002353,PROP002,PROP002_R0029,2022-10-16,2022-11-04,2022-11-07,3,Booking.com,78.54,235.62,Completed,Credit Card,3
BK00000285,GUEST003492,PROP003,PROP003_R0013,2022-01-29,2022-03-01,2022-03-03,2,Corporate,132.25,264.49,Completed,PayPal,1
BK00000286,GUEST003723,PROP010,PROP010_R0030,2023-12-14,2024-01-03,2024-01-13,10,Airbnb,368.71,3687.1,Completed,PayPal,2
BK00000287,GUEST001646,PROP008,PROP008_R0006,2023-07-19,2023-09-11,2023-09-14,3,Hotel.com,410.16,1230.49,Completed,Cash,4
BK00000288,GUEST002209,PROP007,PROP007_R0019,2022-11-25,2022-12-26,2022-12-28,2,Airbnb,553.17,1106.33,Completed,Bank Transfer,2
BK00000289,GUEST001094,PROP008,PROP008_R0011,2022-02-05,2022-03-27,2022-03-29,2,Airbnb,299.08,598.15,Completed,PayPal,2
BK00000290,GUEST003151,PROP008,PROP008_R0006,2023-03-25,2023-04-30,2023-05-04,4,Expedia,382.31,1529.26,Completed,Credit Card,2
BK00000291,GUEST002193,PROP002,PROP002_R0001,2024-01-30,2024-03-04,2024-03-11,7,Airbnb,180.21,1261.49,Completed,Bank Transfer,3
BK00000293,GUEST003308,PROP005,PROP005_R0027,2022-02-11,2022-02-16,2022-02-23,7,Travel Agency,346.73,2427.09,Completed,Bank Transfer,1
BK00000294,GUEST002317,PROP004,PROP004_R0030,2023-06-01,2023-07-23,2023-07-25,2,Corporate,518.54,1037.09,Completed,Credit Card,2
BK00000296,GUEST004072,PROP003,PROP003_R0009,2024-12-18,2024-12-19,2024-12-21,2,Booking.com,263.64,527.27,Completed,PayPal,2
BK00000297,GUEST002682,PROP001,PROP001_R0018,2024-05-09,2024-06-15,2024-06-19,4,Corporate,124.24,496.95,Completed,Cash,3
BK00000298,GUEST003941,PROP001,PROP001_R0015,2023-02-01,2023-02-13,2023-02-18,5,Corporate,46.48,232.42,Completed,PayPal,1
BK00000299,GUEST003481,PROP005,PROP005_R0027,2023-05-30,2023-07-14,2023-07-21,7,Airbnb,661.9,4633.28,Completed,PayPal,3
BK00000300,GUEST001635,PROP010,PROP010_R0028,2024-04-03,2024-05-16,2024-05-17,1,Hotel.com,178.61,178.61,Completed,Bank Transfer,3
BK00000301,GUEST003113,PROP002,PROP002_R0006,2024-08-24,2024-10-03,2024-10-10,7,Expedia,192.67,1348.66,Completed,Credit Card,2
BK00000302,GUEST002661,PROP004,PROP004_R0001,2022-04-04,2022-05-29,2022-06-02,4,Hotel.com,386.69,1546.77,Completed,Bank Transfer,3
BK00000303,GUEST003862,PROP006,PROP006_R0013,2023-05-09,2023-06-13,2023-06-16,3,Direct Website,397.31,1191.93,Completed,Cash,3
BK00000304,GUEST001865,PROP008,PROP008_R0010,2024-06-01,2024-07-07,2024-07-12,5,Travel Agency,353.34,1766.72,Completed,Bank Transfer,1
BK00000305,GUEST000846,PROP002,PROP002_R0028,2022-10-08,2022-10-23,2022-10-24,1,Booking.com,376.97,376.97,Completed,Credit Card,4
BK00000306,GUEST001680,PROP001,PROP001_R0013,2024-08-14,2024-09-10,2024-09-20,10,Travel Agency,396.14,3961.38,Completed,Credit Card,1
BK00000307,GUEST004494,PROP002,PROP002_R0019,2024-06-22,2024-08-07,2024-08-08,1,Expedia,247.18,247.18,Completed,Bank Transfer,2
BK00000308,GUEST001758,PROP004,PROP004_R0020,2023-03-24,2023-04-17,2023-04-20,3,Hotel.com,238.05,714.15,Completed,Bank Transfer,1
BK00000309,GUEST002101,PROP001,PROP001_R0009,2022-01-24,2022-03-24,2022-03-29,5,Corporate,411.44,2057.2,No-Show,PayPal,4
BK00000310,GUEST002298,PROP002,PROP002_R0020,2024-07-10,2024-09-06,2024-09-13,7,Travel Agency,178.85,1251.95,Completed,Cash,2
BK00000311,GUEST002792,PROP002,PROP002_R0008,2023-04-30,2023-06-09,2023-06-19,10,Corporate,255.24,2552.41,Completed,Credit Card,1
BK00000312,GUEST002051,PROP002,PROP002_R0001,2023-05-09,2023-05-12,2023-05-13,1,Hotel.com,194.05,194.05,Completed,PayPal,4
BK00000313,GUEST004433,PROP005,PROP005_R0027,2022-12-09,2023-01-21,2023-01-26,5,Expedia,583.97,2919.85,Completed,PayPal,1
BK00000314,GUEST001773,PROP008,PROP008_R0010,2024-04-23,2024-06-19,2024-06-20,1,Airbnb,380.16,380.16,Completed,Credit Card,3
BK00000315,GUEST000727,PROP002,PROP002_R0002,2024-10-28,2024-12-05,2024-12-07,2,Expedia,218.42,436.84,Completed,Credit Card,2
BK00000316,GUEST002275,PROP010,PROP010_R0025,2022-01-01,2022-01-29,2022-02-08,10,Airbnb,142.18,1421.75,Completed,Cash,3
BK00000317,GUEST003706,PROP006,PROP006_R0012,2022-12-03,2022-12-05,2022-12-09,4,Hotel.com,141.94,567.74,Completed,Cash,1
BK00000318,GUEST000175,PROP010,PROP010_R0028,2023-07-18,2023-07-31,2023-08-01,1,Booking.com,214.1,214.1,Completed,Bank Transfer,2
BK00000319,GUEST001919,PROP003,PROP003_R0005,2022-04-03,2022-05-20,2022-05-27,7,Direct Website,504.93,3534.5,Completed,Credit Card,2
BK00000320,GUEST001713,PROP004,PROP004_R0020,2023-02-09,2023-02-18,2023-02-21,3,Hotel.com,188.19,564.58,Completed,Cash,3
BK00000321,GUEST000502,PROP008,PROP008_R0004,2024-07-09,2024-07-24,2024-07-28,4,Travel Agency,543.74,2174.98,Completed,Bank Transfer,2
BK00000322,GUEST000966,PROP001,PROP001_R0002,2023-02-23,2023-03-19,2023-03-29,10,Travel Agency,182.04,1820.41,Completed,Bank Transfer,3
BK00000323,GUEST001261,PROP007,PROP007_R0014,2022-05-10,2022-07-03,2022-07-05,2,Direct Website,121.97,243.95,Completed,Cash,2
BK00000324,GUEST003098,PROP008,PROP008_R0009,2022-01-16,2022-01-27,2022-02-06,10,Airbnb,599.34,5993.38,Completed,Cash,3
BK00000325,GUEST004367,PROP001,PROP001_R0007,2022-12-25,2023-02-07,2023-02-09,2,Direct Website,434.58,869.16,Completed,Cash,4
BK00000326,GUEST000695,PROP002,PROP002_R0001,2022-11-19,2022-12-03,2022-12-08,5,Corporate,256.22,1281.11,Completed,Credit Card,1
BK00000327,GUEST003401,PROP003,PROP003_R0027,2022-08-11,2022-09-08,2022-09-09,1,Travel Agency,357.5,357.5,Completed,PayPal,2
BK00000329,GUEST004349,PROP009,PROP009_R0016,2023-11-07,2024-01-03,2024-01-05,2,Expedia,372.08,744.15,Completed,Bank Transfer,4
BK00000331,GUEST001767,PROP010,PROP010_R0010,2024-07-08,2024-08-05,2024-08-08,3,Corporate,595.42,1786.27,Completed,Bank Transfer,2
BK00000332,GUEST003647,PROP010,PROP010_R0029,2023-07-26,2023-08-16,2023-08-21,5,Airbnb,313.29,1566.44,Completed,PayPal,3
BK00000333,GUEST001755,PROP010,PROP010_R0008,2022-02-11,2022-02-24,2022-02-27,3,Booking.com,182.96,548.89,Completed,Cash,4
BK00000334,GUEST003077,PROP005,PROP005_R0009,2024-08-10,2024-10-09,2024-10-11,2,Expedia,224.16,448.31,Completed,PayPal,1
BK00000335,GUEST000945,PROP010,PROP010_R0011,2022-09-17,2022-11-14,2022-11-15,1,Airbnb,351.51,351.51,Completed,PayPal,1
BK00000336,GUEST004371,PROP004,PROP004_R0015,2022-08-20,2022-09-25,2022-09-30,5,Hotel.com,307.24,1536.19,Completed,Bank Transfer,4
BK00000337,GUEST004757,PROP007,PROP007_R0028,2022-10-04,2022-10-08,2022-10-13,5,Hotel.com,56.41,282.07,Completed,Credit Card,2
BK00000338,GUEST001899,PROP009,PROP009_R0016,2022-09-16,2022-10-02,2022-10-04,2,Airbnb,315.88,631.76,Cancelled,Cash,1
BK00000339,GUEST004972,PROP009,PROP009_R0021,2022-06-01,2022-06-17,2022-06-21,4,Travel Agency,479.82,1919.29,Completed,PayPal,1
BK00000340,GUEST004302,PROP006,PROP006_R0015,2022-07-11,2022-07-28,2022-08-01,4,Airbnb,74.14,296.56,Completed,Bank Transfer,3
BK00000341,GUEST004497,PROP006,PROP006_R0004,2022-10-06,2022-11-28,2022-12-08,10,Airbnb,298.61,2986.13,Cancelled,PayPal,2
BK00000342,GUEST003504,PROP001,PROP001_R0028,2024-10-01,2024-11-25,2024-11-29,4,Booking.com,244.63,978.53,Completed,Cash,2
BK00000343,GUEST001807,PROP003,PROP003_R0030,2022-07-03,2022-08-06,2022-08-07,1,Direct Website,87.38,87.38,Completed,Credit Card,2
BK00000344,GUEST003624,PROP010,PROP010_R0010,2022-05-27,2022-06-24,2022-07-04,10,Expedia,574.99,5749.92,Completed,PayPal,1
BK00000345,GUEST003776,PROP006,PROP006_R0015,2022-12-04,2023-01-17,2023-01-22,5,Airbnb,82.44,412.19,Completed,Cash,3
BK00000346,GUEST000246,PROP006,PROP006_R0019,2022-03-09,2022-04-27,2022-04-28,1,Booking.com,329.68,329.68,Completed,PayPal,1
BK00000347,GUEST000199,PROP001,PROP001_R0014,2022-03-04,2022-03-10,2022-03-12,2,Direct Website,150.37,300.73,Completed,Credit Card,3
BK00000348,GUEST004800,PROP003,PROP003_R0015,2022-06-16,2022-06-22,2022-06-25,3,Corporate,475.04,1425.12,Completed,Bank Transfer,2
BK00000349,GUEST000805,PROP008,PROP008_R0023,2024-06-18,2024-08-08,2024-08-11,3,Corporate,700.53,2101.59,Completed,PayPal,3
BK00000350,GUEST004956,PROP001,PROP001_R0019,2022-02-22,2022-04-10,2022-04-14,4,Airbnb,457.13,1828.52,Completed,Cash,2
BK00000351,GUEST002563,PROP006,PROP006_R0022,2024-02-16,2024-03-31,2024-04-07,7,Airbnb,71.49,500.41,Completed,PayPal,1
BK00000352,GUEST002375,PROP009,PROP009_R0008,2023-08-22,2023-09-08,2023-09-13,5,Booking.com,144.69,723.43,Completed,Credit Card,2
BK00000353,GUEST004471,PROP002,PROP002_R0022,2022-10-30,2022-12-08,2022-12-10,2,Hotel.com,487.56,975.11,Completed,Cash,4
BK00000355,GUEST001234,PROP002,PROP002_R0002,2022-12-26,2023-02-17,2023-02-19,2,Hotel.com,139.45,278.9,Completed,Bank Transfer,3
BK00000356,GUEST000348,PROP009,PROP009_R0008,2023-10-06,2023-10-31,2023-11-03,3,Hotel.com,146.3,438.89,Completed,Bank Transfer,4
BK00000357,GUEST004155,PROP001,PROP001_R0009,2024-06-09,2024-07-09,2024-07-12,3,Travel Agency,630.41,1891.24,Completed,Cash,1
BK00000358,GUEST004909,PROP001,PROP001_R0026,2022-04-11,2022-04-12,2022-04-14,2,Airbnb,311.95,623.91,No-Show,Cash,3
BK00000359,GUEST003096,PROP004,PROP004_R0020,2023-12-09,2024-01-19,2024-01-20,1,Expedia,257.8,257.8,Completed,PayPal,3
BK00000360,GUEST002962,PROP002,PROP002_R0027,2024-11-22,2024-12-10,2024-12-17,7,Travel Agency,476.36,3334.54,Completed,PayPal,2
BK00000361,GUEST003095,PROP007,PROP007_R0008,2022-09-09,2022-09-25,2022-09-28,3,Direct Website,340.21,1020.62,Completed,Cash,4
BK00000362,GUEST002208,PROP003,PROP003_R0026,2024-11-13,2024-11-28,2024-12-01,3,Direct Website,132.39,397.17,Completed,PayPal,3
BK00000363,GUEST000402,PROP006,PROP006_R0013,2024-01-20,2024-02-09,2024-02-14,5,Airbnb,258.35,1291.74,Completed,Cash,2
BK00000364,GUEST003075,PROP010,PROP010_R0016,2022-03-27,2022-05-02,2022-05-05,3,Booking.com,322.41,967.24,Completed,Cash,1
BK00000365,GUEST000435,PROP008,PROP008_R0016,2024-04-12,2024-04-26,2024-05-10,14,Travel Agency,224.24,3139.34,No-Show,Cash,2
BK00000366,GUEST004933,PROP007,PROP007_R0028,2024-07-31,2024-09-09,2024-09-12,3,Hotel.com,72.08,216.23,Completed,PayPal,3
BK00000367,GUEST004308,PROP001,PROP001_R0021,2023-01-14,2023-01-23,2023-01-26,3,Booking.com,316.24,948.73,Completed,PayPal,1
